Gene Symbol,logFC,logCPM,F,PValue,BH_adjusted_p-value,MAS_Score,MAS_rank,#NAME?,Category
AP3M2,-1.023337025,4.99754461,12.35279467,0.00235734,0.005904475,2.280832722,2873,2.228818724,Downregulated
FZD4,-1.288344635,-0.52113526,8.715903348,0.008359968,0.017006969,2.279562325,2875,1.769373087,Downregulated
KHK,-1.024608072,-0.335559579,12.35922459,0.002386745,0.005962884,2.279285356,2876,2.224543626,Downregulated
ETNK2,-1.125413626,-0.679469183,10.61634065,0.004256539,0.009646691,2.268408055,2879,2.015621638,Downregulated
HEY1,-1.464140557,0.686248124,7.13491979,0.015260943,0.028459838,2.263220997,2880,1.545767575,Downregulated
GSDMA,-1.375785151,-1.582376659,7.643857206,0.012013268,0.023240246,2.24770176,2884,1.633759282,Downregulated
CCL5,-1.181490313,7.376617867,9.625528436,0.005935081,0.012722026,2.239448414,2887,1.895443737,Downregulated
ZXDA,-1.074123399,3.219641822,11.11579145,0.003540256,0.008261463,2.237337873,2889,2.082943054,Downregulated
IQCD,-1.10334898,-0.809530261,10.72224319,0.004103837,0.009382408,2.237244946,2890,2.027685698,Downregulated
CLDND2,-1.045420719,2.376577668,11.57885116,0.003034225,0.007260142,2.236212316,2891,2.139054903,Downregulated
TPPP,-1.11809951,0.645408812,10.44943493,0.0044573,0.010007322,2.235843616,2892,1.999682136,Downregulated
UGT2B28,-1.25840891,-1.14237179,8.731129087,0.008222758,0.016777449,2.234020715,2895,1.775274075,Downregulated
LCN10,-1.313779985,0.920167514,8.126641978,0.010344163,0.020389028,2.221081004,2902,1.690603472,Downregulated
MYC,-1.127079659,4.692804723,10.12232399,0.004978488,0.010970586,2.208817089,2907,1.959770165,Downregulated
